sample_id,timestamp,dl_mcs,ul_mcs,dl_snr_db,ul_snr_db,dl_rssi_dbm,ul_rssi_dbm,dl_rate_raw,dl_rate_mbps,source
462,2026-02-12 05:55:01-05:00,104.0,105.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
463,2026-02-12 06:44:01-05:00,104.0,105.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
464,2026-02-12 07:31:01-05:00,105.0,105.0,19.0,21.0,-77.0,-79.0,137M,137.0,anonymized_sample
465,2026-02-12 08:17:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
466,2026-02-12 09:03:01-05:00,105.0,104.0,19.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
467,2026-02-12 09:47:01-05:00,104.0,105.0,19.0,21.0,-78.0,-77.0,103M,103.0,anonymized_sample
468,2026-02-12 10:35:01-05:00,104.0,104.0,19.0,18.0,-78.0,-82.0,103M,103.0,anonymized_sample
469,2026-02-12 11:29:01-05:00,104.0,105.0,19.0,20.0,-78.0,-78.0,103M,103.0,anonymized_sample
470,2026-02-12 15:49:01-05:00,105.0,104.0,20.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
471,2026-02-12 16:38:01-05:00,104.0,104.0,19.0,20.0,-79.0,-78.0,103M,103.0,anonymized_sample
472,2026-02-12 17:30:01-05:00,104.0,104.0,19.0,20.0,-79.0,-78.0,103M,103.0,anonymized_sample
473,2026-02-12 18:20:01-05:00,104.0,104.0,19.0,18.0,-79.0,-80.0,103M,103.0,anonymized_sample
474,2026-02-12 19:11:01-05:00,102.0,104.0,19.0,19.0,-79.0,-79.0,51M,51.0,anonymized_sample
475,2026-02-12 19:59:01-05:00,105.0,104.0,19.0,19.0,-79.0,-79.0,137M,137.0,anonymized_sample
476,2026-02-12 20:48:01-05:00,102.0,104.0,19.0,19.0,-79.0,-79.0,51M,51.0,anonymized_sample
477,2026-02-12 21:41:01-05:00,104.0,104.0,19.0,18.0,-79.0,-80.0,103M,103.0,anonymized_sample
478,2026-02-12 22:34:01-05:00,105.0,104.0,19.0,19.0,-79.0,-79.0,137M,137.0,anonymized_sample
479,2026-02-12 23:31:01-05:00,103.0,104.0,19.0,19.0,-79.0,-79.0,68M,68.0,anonymized_sample
480,2026-02-13 00:30:01-05:00,104.0,104.0,19.0,19.0,-79.0,-79.0,103M,103.0,anonymized_sample
481,2026-02-13 01:22:01-05:00,106.0,104.0,19.0,19.0,-79.0,-80.0,77M,77.0,anonymized_sample
482,2026-02-13 02:21:01-05:00,104.0,104.0,19.0,19.0,-79.0,-80.0,103M,103.0,anonymized_sample
483,2026-02-13 03:19:01-05:00,106.0,104.0,19.0,20.0,-79.0,-78.0,77M,77.0,anonymized_sample
484,2026-02-13 04:17:01-05:00,104.0,104.0,19.0,19.0,-79.0,-79.0,103M,103.0,anonymized_sample
485,2026-02-13 05:13:01-05:00,106.0,104.0,18.0,19.0,-78.0,-79.0,77M,77.0,anonymized_sample
486,2026-02-13 06:11:01-05:00,103.0,104.0,18.0,18.0,-78.0,-80.0,68M,68.0,anonymized_sample
487,2026-02-13 07:03:01-05:00,104.0,104.0,18.0,20.0,-78.0,-79.0,103M,103.0,anonymized_sample
488,2026-02-13 07:54:01-05:00,104.0,104.0,18.0,20.0,-78.0,-78.0,103M,103.0,anonymized_sample
489,2026-02-13 08:42:01-05:00,103.0,104.0,18.0,19.0,-78.0,-79.0,68M,68.0,anonymized_sample
490,2026-02-13 09:26:01-05:00,105.0,104.0,18.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
491,2026-02-13 10:10:01-05:00,106.0,104.0,20.0,21.0,-78.0,-77.0,77M,77.0,anonymized_sample
492,2026-02-13 10:55:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
493,2026-02-13 11:42:01-05:00,106.0,104.0,22.0,23.0,-76.0,-75.0,77M,77.0,anonymized_sample
494,2026-02-13 12:28:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
495,2026-02-13 13:18:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
496,2026-02-13 14:01:01-05:00,105.0,105.0,21.0,22.0,-75.0,-78.0,137M,137.0,anonymized_sample
497,2026-02-13 14:47:01-05:00,105.0,104.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
498,2026-02-13 15:29:01-05:00,104.0,105.0,22.0,23.0,-76.0,-75.0,103M,103.0,anonymized_sample
499,2026-02-13 16:15:01-05:00,104.0,105.0,21.0,23.0,-77.0,-75.0,103M,103.0,anonymized_sample
500,2026-02-13 17:05:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
501,2026-02-13 17:54:01-05:00,105.0,105.0,22.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
502,2026-02-13 18:39:01-05:00,106.0,105.0,22.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
503,2026-02-13 19:22:01-05:00,104.0,104.0,21.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
504,2026-02-13 20:07:02-05:00,105.0,105.0,22.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
505,2026-02-13 20:54:01-05:00,105.0,104.0,22.0,20.0,-75.0,-78.0,137M,137.0,anonymized_sample
506,2026-02-13 21:43:01-05:00,104.0,104.0,22.0,19.0,-75.0,-79.0,103M,103.0,anonymized_sample
507,2026-02-13 22:28:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
508,2026-02-13 23:16:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
509,2026-02-14 00:03:01-05:00,104.0,104.0,19.0,19.0,-77.0,-78.0,103M,103.0,anonymized_sample
510,2026-02-14 00:49:01-05:00,104.0,104.0,19.0,20.0,-77.0,-80.0,103M,103.0,anonymized_sample
511,2026-02-14 01:37:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
512,2026-02-14 02:24:01-05:00,105.0,105.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
513,2026-02-14 03:13:01-05:00,105.0,104.0,20.0,21.0,-78.0,-79.0,137M,137.0,anonymized_sample
514,2026-02-14 03:58:01-05:00,105.0,104.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
515,2026-02-14 04:43:01-05:00,104.0,104.0,19.0,22.0,-79.0,-77.0,103M,103.0,anonymized_sample
516,2026-02-14 05:27:01-05:00,105.0,105.0,19.0,22.0,-77.0,-77.0,137M,137.0,anonymized_sample
517,2026-02-14 06:14:01-05:00,104.0,104.0,20.0,21.0,-76.0,-79.0,103M,103.0,anonymized_sample
518,2026-02-14 06:59:01-05:00,104.0,104.0,20.0,21.0,-76.0,-78.0,103M,103.0,anonymized_sample
519,2026-02-14 07:42:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
520,2026-02-14 08:31:01-05:00,104.0,104.0,19.0,21.0,-77.0,-78.0,103M,103.0,anonymized_sample
521,2026-02-14 09:17:01-05:00,106.0,104.0,19.0,21.0,-77.0,-77.0,77M,77.0,anonymized_sample
522,2026-02-14 10:07:01-05:00,103.0,104.0,19.0,20.0,-77.0,-78.0,68M,68.0,anonymized_sample
523,2026-02-14 10:50:02-05:00,106.0,104.0,19.0,20.0,-77.0,-78.0,77M,77.0,anonymized_sample
524,2026-02-14 11:39:01-05:00,104.0,104.0,19.0,20.0,-77.0,-79.0,103M,103.0,anonymized_sample
525,2026-02-14 12:26:01-05:00,104.0,104.0,19.0,22.0,-79.0,-76.0,103M,103.0,anonymized_sample
526,2026-02-14 13:15:01-05:00,104.0,105.0,19.0,21.0,-79.0,-77.0,103M,103.0,anonymized_sample
527,2026-02-14 14:05:01-05:00,103.0,103.0,19.0,21.0,-79.0,-78.0,68M,68.0,anonymized_sample
528,2026-02-14 14:48:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
529,2026-02-14 15:30:01-05:00,105.0,104.0,19.0,20.0,-79.0,-79.0,137M,137.0,anonymized_sample
530,2026-02-14 16:16:01-05:00,103.0,104.0,19.0,20.0,-79.0,-79.0,68M,68.0,anonymized_sample
531,2026-02-14 17:04:01-05:00,104.0,105.0,19.0,20.0,-79.0,-78.0,103M,103.0,anonymized_sample
532,2026-02-14 17:51:01-05:00,104.0,105.0,19.0,21.0,-79.0,-77.0,103M,103.0,anonymized_sample
533,2026-02-14 18:36:01-05:00,104.0,104.0,19.0,21.0,-78.0,-78.0,103M,103.0,anonymized_sample
534,2026-02-14 19:22:01-05:00,105.0,105.0,19.0,21.0,-77.0,-78.0,137M,137.0,anonymized_sample
535,2026-02-14 20:07:01-05:00,105.0,104.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
536,2026-02-14 20:52:01-05:00,104.0,104.0,19.0,21.0,-77.0,-78.0,103M,103.0,anonymized_sample
537,2026-02-14 21:38:01-05:00,103.0,105.0,20.0,22.0,-77.0,-77.0,68M,68.0,anonymized_sample
538,2026-02-14 22:24:01-05:00,104.0,104.0,20.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
539,2026-02-14 23:13:01-05:00,103.0,104.0,19.0,20.0,-77.0,-78.0,68M,68.0,anonymized_sample
540,2026-02-15 00:05:01-05:00,104.0,104.0,19.0,19.0,-77.0,-79.0,103M,103.0,anonymized_sample
541,2026-02-15 00:52:01-05:00,104.0,104.0,19.0,20.0,-77.0,-79.0,103M,103.0,anonymized_sample
542,2026-02-15 01:42:01-05:00,104.0,104.0,19.0,20.0,-77.0,-80.0,103M,103.0,anonymized_sample
543,2026-02-15 02:29:01-05:00,105.0,104.0,19.0,20.0,-77.0,-79.0,137M,137.0,anonymized_sample
544,2026-02-15 03:17:01-05:00,104.0,104.0,19.0,18.0,-77.0,-80.0,103M,103.0,anonymized_sample
545,2026-02-15 04:06:01-05:00,104.0,104.0,19.0,21.0,-77.0,-78.0,103M,103.0,anonymized_sample
546,2026-02-15 04:54:01-05:00,104.0,104.0,19.0,21.0,-77.0,-79.0,103M,103.0,anonymized_sample
547,2026-02-15 05:47:01-05:00,104.0,104.0,19.0,20.0,-79.0,-78.0,103M,103.0,anonymized_sample
548,2026-02-15 06:40:01-05:00,104.0,104.0,19.0,21.0,-77.0,-78.0,103M,103.0,anonymized_sample
549,2026-02-15 07:27:01-05:00,105.0,104.0,18.0,21.0,-80.0,-79.0,137M,137.0,anonymized_sample
550,2026-02-15 08:13:01-05:00,104.0,104.0,19.0,21.0,-79.0,-78.0,103M,103.0,anonymized_sample
551,2026-02-15 08:58:01-05:00,105.0,105.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
552,2026-02-15 09:44:01-05:00,105.0,104.0,19.0,21.0,-79.0,-78.0,137M,137.0,anonymized_sample
553,2026-02-15 10:29:01-05:00,105.0,103.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
554,2026-02-15 11:19:02-05:00,105.0,105.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
555,2026-02-15 12:08:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
556,2026-02-15 12:53:01-05:00,105.0,105.0,21.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
557,2026-02-15 13:41:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
558,2026-02-15 14:31:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
559,2026-02-15 15:22:01-05:00,105.0,104.0,21.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
560,2026-02-15 16:08:01-05:00,105.0,104.0,22.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
561,2026-02-15 16:59:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
562,2026-02-15 17:49:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
563,2026-02-15 18:44:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
564,2026-02-15 19:33:01-05:00,105.0,104.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
565,2026-02-15 20:27:01-05:00,104.0,105.0,22.0,21.0,-74.0,-77.0,103M,103.0,anonymized_sample
566,2026-02-15 21:16:01-05:00,104.0,104.0,19.0,20.0,-77.0,-78.0,103M,103.0,anonymized_sample
567,2026-02-15 22:10:01-05:00,104.0,104.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
568,2026-02-15 23:00:01-05:00,104.0,104.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
569,2026-02-15 23:48:01-05:00,104.0,104.0,20.0,19.0,-76.0,-79.0,103M,103.0,anonymized_sample
570,2026-02-16 00:38:01-05:00,105.0,104.0,20.0,20.0,-78.0,-78.0,137M,137.0,anonymized_sample
571,2026-02-16 01:29:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
572,2026-02-16 02:17:01-05:00,105.0,105.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
573,2026-02-16 03:08:01-05:00,105.0,105.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
574,2026-02-16 03:55:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
575,2026-02-16 04:45:01-05:00,105.0,105.0,20.0,22.0,-78.0,-77.0,137M,137.0,anonymized_sample
576,2026-02-16 05:36:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
577,2026-02-16 06:27:01-05:00,105.0,104.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
578,2026-02-16 07:12:01-05:00,105.0,105.0,19.0,23.0,-77.0,-76.0,137M,137.0,anonymized_sample
579,2026-02-16 07:59:01-05:00,105.0,105.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
580,2026-02-16 08:44:01-05:00,104.0,104.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
581,2026-02-16 09:27:01-05:00,104.0,105.0,19.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
582,2026-02-16 10:12:01-05:00,104.0,104.0,20.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
583,2026-02-16 10:56:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
584,2026-02-16 11:44:01-05:00,105.0,104.0,21.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
585,2026-02-16 12:33:01-05:00,106.0,105.0,21.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
586,2026-02-16 13:20:01-05:00,106.0,105.0,22.0,23.0,-74.0,-75.0,77M,77.0,anonymized_sample
587,2026-02-16 14:05:01-05:00,105.0,104.0,22.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
588,2026-02-16 14:51:01-05:00,105.0,105.0,22.0,22.0,-75.0,-76.0,68M,68.0,anonymized_sample
589,2026-02-16 15:39:01-05:00,104.0,105.0,21.0,22.0,-75.0,-76.0,103M,103.0,anonymized_sample
590,2026-02-16 16:23:01-05:00,106.0,105.0,21.0,23.0,-75.0,-75.0,154M,154.0,anonymized_sample
591,2026-02-16 17:13:01-05:00,106.0,105.0,22.0,21.0,-74.0,-77.0,154M,154.0,anonymized_sample
592,2026-02-16 18:05:01-05:00,106.0,105.0,22.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
593,2026-02-16 18:54:01-05:00,105.0,104.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
594,2026-02-16 19:43:01-05:00,105.0,103.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
595,2026-02-16 20:27:01-05:00,101.0,101.0,19.0,21.0,-77.0,-77.0,34M,34.0,anonymized_sample
596,2026-02-16 21:10:01-05:00,104.0,104.0,21.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
597,2026-02-16 21:55:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
598,2026-02-16 22:39:01-05:00,105.0,105.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
599,2026-02-16 23:25:01-05:00,106.0,105.0,20.0,22.0,-78.0,-76.0,77M,77.0,anonymized_sample
600,2026-02-17 00:10:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
601,2026-02-17 00:55:01-05:00,105.0,105.0,19.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
602,2026-02-17 01:42:01-05:00,106.0,104.0,20.0,21.0,-76.0,-77.0,77M,77.0,anonymized_sample
603,2026-02-17 02:31:01-05:00,105.0,105.0,18.0,22.0,-78.0,-77.0,137M,137.0,anonymized_sample
604,2026-02-17 03:18:01-05:00,105.0,105.0,18.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
605,2026-02-17 04:07:01-05:00,105.0,105.0,18.0,21.0,-78.0,-78.0,137M,137.0,anonymized_sample
606,2026-02-17 04:55:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
607,2026-02-17 05:45:01-05:00,105.0,105.0,20.0,22.0,-76.0,-77.0,137M,137.0,anonymized_sample
608,2026-02-17 06:36:01-05:00,105.0,105.0,20.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
609,2026-02-17 07:23:01-05:00,104.0,105.0,20.0,21.0,-78.0,-77.0,103M,103.0,anonymized_sample
610,2026-02-17 08:09:01-05:00,105.0,104.0,20.0,22.0,-78.0,-78.0,137M,137.0,anonymized_sample
611,2026-02-17 08:57:01-05:00,105.0,105.0,20.0,22.0,-78.0,-76.0,137M,137.0,anonymized_sample
612,2026-02-17 09:40:02-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
613,2026-02-17 10:26:01-05:00,105.0,105.0,21.0,23.0,-77.0,-76.0,137M,137.0,anonymized_sample
614,2026-02-17 11:17:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
615,2026-02-17 12:03:01-05:00,106.0,105.0,20.0,22.0,-77.0,-76.0,154M,154.0,anonymized_sample
616,2026-02-17 12:52:01-05:00,105.0,105.0,22.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
617,2026-02-17 13:39:01-05:00,105.0,104.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
618,2026-02-17 14:25:01-05:00,104.0,104.0,21.0,21.0,-76.0,-77.0,103M,103.0,anonymized_sample
619,2026-02-17 15:12:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
620,2026-02-17 16:03:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
621,2026-02-17 16:51:01-05:00,106.0,104.0,20.0,23.0,-77.0,-75.0,154M,154.0,anonymized_sample
622,2026-02-17 17:42:01-05:00,105.0,104.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
623,2026-02-17 18:29:01-05:00,105.0,105.0,21.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
624,2026-02-17 19:17:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
625,2026-02-17 20:00:01-05:00,104.0,105.0,21.0,23.0,-77.0,-75.0,103M,103.0,anonymized_sample
626,2026-02-17 20:50:01-05:00,105.0,104.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
627,2026-02-17 21:39:01-05:00,105.0,106.0,22.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
628,2026-02-17 22:31:01-05:00,105.0,105.0,21.0,23.0,-75.0,-75.0,137M,137.0,anonymized_sample
629,2026-02-17 23:25:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
630,2026-02-18 00:17:01-05:00,104.0,104.0,21.0,21.0,-77.0,-77.0,103M,103.0,anonymized_sample
631,2026-02-18 01:06:01-05:00,104.0,104.0,20.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
632,2026-02-18 01:53:01-05:00,105.0,104.0,20.0,20.0,-76.0,-79.0,137M,137.0,anonymized_sample
633,2026-02-18 02:36:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
634,2026-02-18 03:30:01-05:00,104.0,104.0,20.0,20.0,-76.0,-79.0,103M,103.0,anonymized_sample
635,2026-02-18 04:28:01-05:00,105.0,104.0,20.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
636,2026-02-18 05:21:01-05:00,105.0,105.0,19.0,20.0,-77.0,-78.0,137M,137.0,anonymized_sample
637,2026-02-18 06:13:01-05:00,105.0,104.0,19.0,19.0,-77.0,-81.0,137M,137.0,anonymized_sample
638,2026-02-18 07:05:01-05:00,105.0,104.0,19.0,19.0,-77.0,-79.0,137M,137.0,anonymized_sample
639,2026-02-18 07:59:01-05:00,104.0,104.0,19.0,20.0,-79.0,-78.0,103M,103.0,anonymized_sample
640,2026-02-18 08:49:01-05:00,104.0,104.0,19.0,20.0,-77.0,-80.0,103M,103.0,anonymized_sample
641,2026-02-18 09:42:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
642,2026-02-18 10:26:01-05:00,105.0,105.0,19.0,22.0,-77.0,-77.0,137M,137.0,anonymized_sample
643,2026-02-18 11:11:01-05:00,105.0,104.0,19.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
644,2026-02-18 12:01:01-05:00,104.0,105.0,20.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
645,2026-02-18 12:48:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
646,2026-02-18 13:39:01-05:00,104.0,104.0,20.0,19.0,-78.0,-79.0,103M,103.0,anonymized_sample
647,2026-02-18 14:30:01-05:00,104.0,105.0,20.0,20.0,-78.0,-78.0,103M,103.0,anonymized_sample
648,2026-02-18 15:21:01-05:00,105.0,104.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
649,2026-02-18 16:11:01-05:00,104.0,104.0,18.0,19.0,-78.0,-79.0,103M,103.0,anonymized_sample
650,2026-02-18 16:58:01-05:00,105.0,104.0,20.0,21.0,-77.0,-77.0,137M,137.0,anonymized_sample
651,2026-02-18 17:45:01-05:00,104.0,104.0,18.0,20.0,-79.0,-78.0,103M,103.0,anonymized_sample
652,2026-02-18 18:33:01-05:00,105.0,104.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
653,2026-02-18 19:25:01-05:00,103.0,104.0,19.0,20.0,-79.0,-77.0,68M,68.0,anonymized_sample
654,2026-02-18 20:12:01-05:00,105.0,104.0,19.0,20.0,-79.0,-78.0,137M,137.0,anonymized_sample
655,2026-02-18 21:03:01-05:00,104.0,104.0,20.0,20.0,-77.0,-78.0,103M,103.0,anonymized_sample
656,2026-02-18 21:53:01-05:00,104.0,104.0,20.0,20.0,-77.0,-78.0,103M,103.0,anonymized_sample
657,2026-02-18 22:40:01-05:00,104.0,104.0,20.0,21.0,-78.0,-78.0,103M,103.0,anonymized_sample
658,2026-02-18 23:30:01-05:00,105.0,104.0,20.0,22.0,-78.0,-77.0,137M,137.0,anonymized_sample
659,2026-02-19 00:16:01-05:00,105.0,104.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
660,2026-02-19 01:03:01-05:00,105.0,105.0,20.0,22.0,-78.0,-77.0,137M,137.0,anonymized_sample
661,2026-02-19 01:55:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
662,2026-02-19 02:41:01-05:00,105.0,104.0,19.0,20.0,-78.0,-78.0,137M,137.0,anonymized_sample
663,2026-02-19 03:35:01-05:00,105.0,105.0,21.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
664,2026-02-19 04:25:01-05:00,105.0,105.0,21.0,21.0,-76.0,-79.0,137M,137.0,anonymized_sample
665,2026-02-19 05:20:01-05:00,105.0,104.0,21.0,21.0,-76.0,-79.0,137M,137.0,anonymized_sample
666,2026-02-19 06:15:01-05:00,105.0,104.0,21.0,21.0,-76.0,-78.0,137M,137.0,anonymized_sample
667,2026-02-19 07:08:01-05:00,105.0,104.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
668,2026-02-19 07:59:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
669,2026-02-19 08:50:01-05:00,105.0,104.0,21.0,20.0,-76.0,-78.0,137M,137.0,anonymized_sample
670,2026-02-19 09:36:01-05:00,104.0,104.0,21.0,19.0,-76.0,-79.0,103M,103.0,anonymized_sample
671,2026-02-19 10:21:01-05:00,104.0,104.0,21.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
672,2026-02-19 11:08:01-05:00,104.0,104.0,21.0,20.0,-76.0,-78.0,103M,103.0,anonymized_sample
673,2026-02-19 11:57:01-05:00,105.0,104.0,20.0,20.0,-78.0,-78.0,137M,137.0,anonymized_sample
674,2026-02-19 12:42:01-05:00,105.0,105.0,20.0,21.0,-78.0,-77.0,137M,137.0,anonymized_sample
675,2026-02-19 13:28:01-05:00,104.0,105.0,20.0,21.0,-78.0,-77.0,103M,103.0,anonymized_sample
676,2026-02-19 14:17:01-05:00,104.0,105.0,20.0,22.0,-76.0,-76.0,103M,103.0,anonymized_sample
677,2026-02-19 15:06:01-05:00,105.0,104.0,21.0,23.0,-76.0,-75.0,137M,137.0,anonymized_sample
678,2026-02-19 15:53:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
679,2026-02-19 16:43:01-05:00,105.0,105.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
680,2026-02-19 17:31:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,154M,154.0,anonymized_sample
681,2026-02-19 18:22:01-05:00,105.0,104.0,21.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
682,2026-02-19 19:19:01-05:00,105.0,105.0,21.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
683,2026-02-19 20:14:01-05:00,105.0,105.0,22.0,22.0,-76.0,-76.0,137M,137.0,anonymized_sample
684,2026-02-19 21:04:01-05:00,105.0,105.0,20.0,22.0,-77.0,-76.0,137M,137.0,anonymized_sample
685,2026-02-19 21:53:01-05:00,105.0,102.0,22.0,22.0,-74.0,-75.0,137M,137.0,anonymized_sample
686,2026-02-19 22:47:01-05:00,106.0,105.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
687,2026-02-19 23:44:01-05:00,105.0,105.0,20.0,21.0,-76.0,-77.0,137M,137.0,anonymized_sample
688,2026-02-20 00:36:01-05:00,106.0,105.0,21.0,22.0,-75.0,-76.0,154M,154.0,anonymized_sample
689,2026-02-20 01:27:01-05:00,105.0,105.0,21.0,22.0,-75.0,-76.0,137M,137.0,anonymized_sample
690,2026-02-20 02:14:01-05:00,105.0,105.0,21.0,23.0,-77.0,-75.0,137M,137.0,anonymized_sample
691,2026-02-20 03:04:01-05:00,105.0,105.0,21.0,21.0,-75.0,-77.0,137M,137.0,anonymized_sample
692,2026-02-20 03:56:01-05:00,106.0,105.0,21.0,22.0,-76.0,-76.0,77M,77.0,anonymized_sample
